dateymd,state,confirmed,deceased,recovered,confirmed_prev,confirmed_diff,confirmed_perc,confirmed_cum,confirmed_cum_prev,confirmed_cum_diff,confirmed_cum_perc,deceased_prev,deceased_diff,deceased_perc,deceased_cum,deceased_cum_prev,deceased_cum_diff,deceased_cum_perc,recovered_prev,recovered_diff,recovered_perc,recovered_cum,recovered_cum_prev,recovered_cum_diff,recovered_cum_perc,active,active_cum,active_prev,active_diff,active_perc,active_cum_prev,active_cum_diff,active_cum_perc
2021-01-29,India,13054,137,14886,18912,-5858,-30.98,10733262,10720208,13054,0.12,162,-25,-15.43,154187,154050,137,0.09,20315,-5429,-26.72,10407824,10392938,14886,0.14,-1969,171251,-1565,-404,0.0,173220,-1969,-1.14
2021-01-30,India,13073,128,14077,13054,19,0.15,10746335,10733262,13073,0.12,137,-9,-6.57,154315,154187,128,0.08,14886,-809,-5.43,10421901,10407824,14077,0.14,-1132,170119,-1969,837,0.0,171251,-1132,-0.66
2021-01-31,India,11527,116,11882,13073,-1546,-11.83,10757862,10746335,11527,0.11,128,-12,-9.38,154431,154315,116,0.08,14077,-2195,-15.59,10433783,10421901,11882,0.11,-471,169648,-1132,661,0.0,170119,-471,-0.28
2021-02-01,India,8579,94,13443,11527,-2948,-25.57,10766441,10757862,8579,0.08,116,-22,-18.97,154525,154431,94,0.06,11882,1561,13.14,10447226,10433783,13443,0.13,-4958,164690,-471,-4487,0.0,169648,-4958,-2.92
2021-02-02,India,11001,113,14250,8579,2422,28.23,10777442,10766441,11001,0.1,94,19,20.21,154638,154525,113,0.07,13443,807,6.0,10461476,10447226,14250,0.14,-3362,161328,-4958,1596,0.0,164690,-3362,-2.04
2021-02-03,India,12925,107,17813,11001,1924,17.49,10790367,10777442,12925,0.12,113,-6,-5.31,154745,154638,107,0.07,14250,3563,25.0,10479289,10461476,17813,0.17,-4995,156333,-3362,-1633,0.0,161328,-4995,-3.1
2021-02-04,India,12401,120,15788,12925,-524,-4.05,10802768,10790367,12401,0.11,107,13,12.15,154865,154745,120,0.08,17813,-2025,-11.37,10495077,10479289,15788,0.15,-3507,152826,-4995,1488,0.0,156333,-3507,-2.24
2021-02-05,India,11711,95,14512,12401,-690,-5.56,10814479,10802768,11711,0.11,120,-25,-20.83,154960,154865,95,0.06,15788,-1276,-8.08,10509589,10495077,14512,0.14,-2896,149930,-3507,611,0.0,152826,-2896,-1.89
2021-02-06,India,12069,75,11761,11711,358,3.06,10826548,10814479,12069,0.11,95,-20,-21.05,155035,154960,75,0.05,14512,-2751,-18.96,10521350,10509589,11761,0.11,233,150163,-2896,3129,0.0,149930,233,0.16
2021-02-07,India,11786,86,11756,12069,-283,-2.34,10838334,10826548,11786,0.11,75,11,14.67,155121,155035,86,0.06,11761,-5,-0.04,10533106,10521350,11756,0.11,-56,150107,233,-289,-124.03,150163,-56,-0.04
2021-02-08,India,8715,78,13600,11786,-3071,-26.06,10847049,10838334,8715,0.08,86,-8,-9.3,155199,155121,78,0.05,11756,1844,15.69,10546706,10533106,13600,0.13,-4963,145144,-56,-4907,0.0,150107,-4963,-3.31
2021-02-09,India,10731,94,12928,8715,2016,23.13,10857780,10847049,10731,0.1,78,16,20.51,155293,155199,94,0.06,13600,-672,-4.94,10559634,10546706,12928,0.12,-2291,142853,-4963,2672,0.0,145144,-2291,-1.58
2021-02-10,India,12539,110,11796,10731,1808,16.85,10870319,10857780,12539,0.12,94,16,17.02,155403,155293,110,0.07,12928,-1132,-8.76,10571430,10559634,11796,0.11,633,143486,-2291,2924,0.0,142853,633,0.44
2021-02-11,India,9353,85,15722,12539,-3186,-25.41,10879672,10870319,9353,0.09,110,-25,-22.73,155488,155403,85,0.05,11796,3926,33.28,10587152,10571430,15722,0.15,-6454,137032,633,-7087,-1119.59,143486,-6454,-4.5
2021-02-12,India,12137,104,11358,9353,2784,29.77,10891809,10879672,12137,0.11,85,19,22.35,155592,155488,104,0.07,15722,-4364,-27.76,10598510,10587152,11358,0.11,675,137707,-6454,7129,0.0,137032,675,0.49
2021-02-13,India,12198,89,11107,12137,61,0.5,10904007,10891809,12198,0.11,104,-15,-14.42,155681,155592,89,0.06,11358,-251,-2.21,10609617,10598510,11107,0.1,1002,138709,675,327,48.44,137707,1002,0.73
2021-02-14,India,11706,91,9500,12198,-492,-4.03,10915713,10904007,11706,0.11,89,2,2.25,155772,155681,91,0.06,11107,-1607,-14.47,10619117,10609617,9500,0.09,2115,140824,1002,1113,111.08,138709,2115,1.52
2021-02-15,India,9086,82,11793,11706,-2620,-22.38,10924799,10915713,9086,0.08,91,-9,-9.89,155854,155772,82,0.05,9500,2293,24.14,10630910,10619117,11793,0.11,-2789,138035,2115,-4904,-231.87,140824,-2789,-1.98
2021-02-16,India,11592,99,11836,9086,2506,27.58,10936391,10924799,11592,0.11,82,17,20.73,155953,155854,99,0.06,11793,43,0.36,10642746,10630910,11836,0.11,-343,137692,-2789,2446,0.0,138035,-343,-0.25
2021-02-17,India,12862,100,12028,11592,1270,10.96,10949253,10936391,12862,0.12,99,1,1.01,156053,155953,100,0.06,11836,192,1.62,10654774,10642746,12028,0.11,734,138426,-343,1077,0.0,137692,734,0.53
2021-02-18,India,13237,100,10914,12862,375,2.92,10962490,10949253,13237,0.12,100,0,0.0,156153,156053,100,0.06,12028,-1114,-9.26,10665688,10654774,10914,0.1,2223,140649,734,1489,202.86,138426,2223,1.61
2021-02-19,India,13916,100,10214,13237,679,5.13,10976406,10962490,13916,0.13,100,0,0.0,156253,156153,100,0.06,10914,-700,-6.41,10675902,10665688,10214,0.1,3602,144251,2223,1379,62.03,140649,3602,2.56
2021-02-20,India,13919,89,11413,13916,3,0.02,10990325,10976406,13919,0.13,100,-11,-11.0,156342,156253,89,0.06,10214,1199,11.74,10687315,10675902,11413,0.11,2417,146668,3602,-1185,-32.9,144251,2417,1.68
2021-02-21,India,14278,83,9715,13919,359,2.58,11004603,10990325,14278,0.13,89,-6,-6.74,156425,156342,83,0.05,11413,-1698,-14.88,10697030,10687315,9715,0.09,4480,151148,2417,2063,85.35,146668,4480,3.05
2021-02-22,India,10494,76,13233,14278,-3784,-26.5,11015097,11004603,10494,0.1,83,-7,-8.43,156501,156425,76,0.05,9715,3518,36.21,10710263,10697030,13233,0.12,-2815,148333,4480,-7295,-162.83,151148,-2815,-1.86
2021-02-23,India,13682,103,13969,10494,3188,30.38,11028779,11015097,13682,0.12,76,27,35.53,156604,156501,103,0.07,13233,736,5.56,10724232,10710263,13969,0.13,-390,147943,-2815,2425,0.0,148333,-390,-0.26
2021-02-24,India,16930,141,12100,13682,3248,23.74,11045709,11028779,16930,0.15,103,38,36.89,156745,156604,141,0.09,13969,-1869,-13.38,10736332,10724232,12100,0.11,4689,152632,-390,5079,0.0,147943,4689,3.17
2021-02-25,India,16599,119,12222,16930,-331,-1.96,11062308,11045709,16599,0.15,141,-22,-15.6,156864,156745,119,0.08,12100,122,1.01,10748554,10736332,12222,0.11,4258,156890,4689,-431,-9.19,152632,4258,2.79
2021-02-26,India,16442,112,12676,16599,-157,-0.95,11078750,11062308,16442,0.15,119,-7,-5.88,156976,156864,112,0.07,12222,454,3.71,10761230,10748554,12676,0.12,3654,160544,4258,-604,-14.19,156890,3654,2.33
